Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81493386371671,144.95304247599415
-37.81493386371671,144.95304247599415
-37.81379148672322,144.95324390788025
-37.81379148672322,144.95324390788025
-37.81379148672322,144.95324390788025
-37.81459184664114,144.95221949390057
-37.81459184664114,144.95221949390057
-37.81404797673105,144.95389335336924
-37.81511308835234,144.9545850449437
-37.81368678888831,144.95569939221406
-37.81368678888831,144.95569939221406
-37.813861995489155,144.95680560315552
-37.81522735292397,144.95765877317092
-37.81488829997488,144.95892413600336
-37.81563103494794,144.95809924524707
-37.81635779484693,144.95638710621964
-37.817358750144145,144.95787108347452
-37.81856856585529,144.95784996606272
-37.819252161706146,144.95675598401868
-37.81987535777679,144.95571881158483
-37.81987535777679,144.95571881158483
-37.81987535777679,144.95571881158483
-37.81987535777679,144.95571881158483
-37.81987535777679,144.95571881158483
-37.81922885627442,144.95675343026215
-37.81922885627442,144.95675343026215
-37.81982885627442,144.95571419977762
-37.81947427418263,144.95703751815964
-37.81947427418263,144.95703751815964
-37.81947427418263,144.95703751815964
-37.81947427418263,144.95703751815964
-37.81947427418263,144.95703751815964
-37.81947427418263,144.95703751815964
-37.81848926074063,144.9578070950038
-37.81796814730593,144.95878716683188
-37.81796814730593,144.95878716683188
-37.81666218956947,144.96013952565653
-37.81692988132414,144.95898002527943
-37.81692988132414,144.95898002527943
-37.815979013587565,144.9602418693853
-37.815979013587565,144.9602418693853
-37.815979013587565,144.9602418693853
-37.8143162448123,144.9612018693853
-37.8154006222048,144.96003901699973
-37.816957445283506,144.9591760558757
-37.816957445283506,144.9591760558757
-37.81744345628451,144.9581338019206
-37.81669747550885,144.95882944024788
-37.817964470400156,144.95839317892091
-37.81689038675316,144.95850606966124
-37.81689038675316,144.95850606966124
-37.815558951242195,144.9593380429061
-37.81524060381672,144.96052613167242
-37.81524060381672,144.96052613167242
-37.81524060381672,144.96052613167242
-37.81524060381672,144.96052613167242
-37.81524060381672,144.96052613167242
-37.81470540623514,144.96153269192828
-37.814387118730934,144.96251228014006
-37.81520345807069,144.96160564345297
-37.81520345807069,144.96160564345297
-37.81520345807069,144.96160564345297
-37.81413284910052,144.96279467517374
-37.814971638455724,144.9615511188149
-37.814971638455724,144.9615511188149
-37.81579895338971,144.9607238038809
-37.81579895338971,144.9607238038809
-37.81620994599223,144.95945889871425
-37.81620994599223,144.95945889871425
-37.81620994599223,144.95945889871425
-37.81499543895215,144.95983021077924
-37.81570961680115,144.96054438862825
-37.81570961680115,144.96054438862825
-37.81570961680115,144.96054438862825
-37.81407029940479,144.96086303965052
-37.81407029940479,144.96086303965052
-37.81463127761086,144.9617268703355
-37.81463127761086,144.9617268703355
-37.81463127761086,144.9617268703355
-37.81463127761086,144.9617268703355
-37.81463127761086,144.9617268703355
-37.81463127761086,144.9617268703355
-37.81564951137577,144.9607086365706
-37.81411537154071,144.96084285641442
-37.81493738510881,144.96206154164608
-37.81493738510881,144.96206154164608
-37.815476581619365,144.96095602496914
-37.81430733754162,144.96122596623434
-37.814717605226534,144.96025943613822
-37.814717605226534,144.96025943613822
-37.81601147695271,144.96005450698902
-37.81489503350047,144.96086565063717
-37.81489503350047,144.96086565063717
-37.81570056360101,144.95987090380652
-37.81570056360101,144.95987090380652
-37.81570056360101,144.95987090380652
