Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.813853463336585,144.95422578833472
-37.813853463336585,144.95422578833472
-37.814927080827054,144.9546379114767
-37.81649985275209,144.95353664471892
-37.818366583715814,144.95383230585784
-37.81855473494969,144.9556224452695
-37.81777053406587,144.9565570194901
-37.81901985779023,144.95594768359607
-37.81901985779023,144.95594768359607
-37.818836829466136,144.95710327895455
-37.818836829466136,144.95710327895455
-37.818836829466136,144.95710327895455
-37.818836829466136,144.95710327895455
-37.818836829466136,144.95710327895455
-37.81930239192701,144.95575118739143
-37.81930239192701,144.95575118739143
-37.82012971992558,144.95505697677297
-37.82012971992558,144.95505697677297
-37.82012971992558,144.95505697677297
-37.82012971992558,144.95505697677297
-37.81922382742196,144.9564000176405
-37.81922382742196,144.9564000176405
-37.82042976704213,144.95549127695554
-37.82042976704213,144.95549127695554
-37.82042976704213,144.95549127695554
-37.82042976704213,144.95549127695554
-37.81957533724646,144.95637606490996
-37.81957533724646,144.95637606490996
-37.8207279212998,144.95522348085663
-37.8207279212998,144.95522348085663
-37.8207279212998,144.95522348085663
-37.8207279212998,144.95522348085663
-37.8207279212998,144.95522348085663
-37.8207279212998,144.95522348085663
-37.819639197023285,144.95656794336995
-37.819639197023285,144.95656794336995
-37.819639197023285,144.95656794336995
-37.819639197023285,144.95656794336995
-37.81805112318066,144.95676293431939
-37.81726274550033,144.95780914683755
-37.81757972845952,144.95670369588723
-37.817521795294994,144.95836268466007
-37.817521795294994,144.95836268466007
-37.81601063213388,144.95860202939159
-37.814332020527424,144.95902055427098
-37.81546924354472,144.95910007665105
-37.817113001044774,144.9586287367726
-37.81820045588475,144.95777912393666
-37.81820045588475,144.95777912393666
-37.81820045588475,144.95777912393666
-37.81820045588475,144.95777912393666
-37.81859764903319,144.95662559127442
-37.81859764903319,144.95662559127442
-37.81953030693824,144.9551330266252
-37.81953030693824,144.9551330266252
-37.81976875505585,144.95616585889385
-37.81976875505585,144.95616585889385
-37.81873210345309,144.95650268741772
-37.81991586423914,144.9562075427051
-37.82043795331384,144.95518288520228
-37.819969695072075,144.95634186502048
-37.819969695072075,144.95634186502048
-37.819969695072075,144.95634186502048
-37.819029243053095,144.95728231703944
-37.819029243053095,144.95728231703944
-37.819029243053095,144.95728231703944
-37.820206912920284,144.9559743821466
-37.820206912920284,144.9559743821466
-37.820206912920284,144.9559743821466
-37.818656690798726,144.95647807984741
-37.81703669079872,144.95647807984741
-37.81738950661417,144.95524766487662
-37.81734727822316,144.9564569277773
-37.81895721021833,144.95671191595534
-37.81895721021833,144.95671191595534
-37.818526139591356,144.9576363498981
-37.818526139591356,144.9576363498981
-37.818526139591356,144.9576363498981
-37.816786255921706,144.95813525351213
-37.816936155214094,144.95935608527864
-37.816936155214094,144.95935608527864
-37.816936155214094,144.95935608527864
-37.816936155214094,144.95935608527864
-37.81545525177362,144.96021108527864
-37.81400443602165,144.96118967285972
-37.81400443602165,144.96118967285972
-37.81400443602165,144.96118967285972
-37.81400443602165,144.96118967285972
-37.81400443602165,144.96118967285972
-37.81513426391717,144.961209394079
-37.81513426391717,144.961209394079
-37.81585725012386,144.95984965478598
-37.8174031758835,144.9590956564135
-37.8174031758835,144.9590956564135
-37.8174031758835,144.9590956564135
-37.8174031758835,144.9590956564135
