Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81516283433532,144.952370512958
-37.81516283433532,144.952370512958
-37.81516283433532,144.952370512958
-37.813976379532136,144.953055512958
-37.81538406910235,144.95407825929698
-37.816582544282035,144.9543549490938
-37.81759010129651,144.9536494500771
-37.816565882088796,144.95419403708993
-37.817333471152715,144.95331102688107
-37.81649184358632,144.95412377717452
-37.81740343647363,144.95488869443005
-37.81673388697625,144.95600301192096
-37.81709773243518,144.95429125361966
-37.81846185052588,144.95460618509574
-37.81770938773619,144.95629624419237
-37.816486125804886,144.9564248142022
-37.817452725217144,144.9557479940073
-37.81640494996857,144.95604843872516
-37.8159738793416,144.95697287266793
-37.81774954335106,144.95684870614465
-37.8189138982226,144.95713901241936
-37.81986611033131,144.95582840488848
-37.81904370538844,144.95709479744608
-37.81904370538844,144.95709479744608
-37.81970380426505,144.95528119068797
-37.81935439855417,144.95658519055345
-37.81935439855417,144.95658519055345
-37.82032536591707,144.9554682203747
-37.81910019958117,144.95703636177439
-37.81910019958117,144.95703636177439
-37.82035884965168,144.95577771170386
-37.82035884965168,144.95577771170386
-37.82035884965168,144.95577771170386
-37.82035884965168,144.95577771170386
-37.82035884965168,144.95577771170386
-37.82035884965168,144.95577771170386
-37.820946634903976,144.9549686947095
-37.820946634903976,144.9549686947095
-37.820946634903976,144.9549686947095
-37.820946634903976,144.9549686947095
-37.820946634903976,144.9549686947095
-37.820041538224054,144.95587379138942
-37.820041538224054,144.95587379138942
-37.820041538224054,144.95587379138942
-37.820041538224054,144.95587379138942
-37.820041538224054,144.95587379138942
-37.820041538224054,144.95587379138942
-37.819009100638624,144.95734826506913
-37.81763128070731,144.9576917941609
-37.81893373245773,144.9567798076271
-37.817849703591776,144.95689374365207
-37.817849703591776,144.95689374365207
-37.816331697499656,144.95784229913505
-37.81722616927091,144.958516331961
-37.81849220731951,144.957293733229
-37.81966473119406,144.95616144008514
-37.81796279775798,144.95674746276316
-37.816923567273435,144.95734746276315
-37.81867980253799,144.95690958413212
-37.81867980253799,144.95690958413212
-37.81762485665605,144.9573145399151
-37.816013731185556,144.9574838760256
-37.814858192337,144.9585614334345
-37.81547236466805,144.95718197979346
-37.81580859212848,144.9560822293241
-37.816942190365985,144.9571393267822
-37.817972033492,144.95712135080356
-37.81851785033416,144.95624786126453
-37.81967767366054,144.95622761647306
-37.82021710715506,144.95489247172247
-37.82021710715506,144.95489247172247
-37.82021710715506,144.95489247172247
-37.82021710715506,144.95489247172247
-37.81928627268419,144.95657174156017
-37.81928627268419,144.95657174156017
-37.82017695891845,144.9553897610053
-37.82017695891845,144.9553897610053
-37.81849624798071,144.9558401061438
-37.81841931412504,144.9573080915599
-37.81942616072708,144.9556968001772
-37.81942616072708,144.9556968001772
-37.81850424257299,144.95723112964546
-37.819628776195174,144.95641410814477
-37.819628776195174,144.95641410814477
-37.819628776195174,144.95641410814477
-37.819997164543125,144.95520916415225
-37.81891093882671,144.95552063436432
-37.81891093882671,144.95552063436432
-37.819965132035804,144.95563143453538
-37.819965132035804,144.95563143453538
-37.819965132035804,144.95563143453538
-37.819965132035804,144.95563143453538
-37.819965132035804,144.95563143453538
-37.819965132035804,144.95563143453538
