Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81467835806407,144.95317015880997
-37.814961117963584,144.95450043954696
-37.81396776088721,144.95586767826745
-37.814711487448825,144.95476505829595
-37.81555311501522,144.9539523080025
-37.81387267024753,144.9545973703117
-37.81394227706933,144.95592554759293
-37.81512065992034,144.95586379116455
-37.814308857311545,144.9566208093442
-37.8149839488776,144.95800495217551
-37.814080016434716,144.95876344155494
-37.81500198901644,144.95948376548105
-37.816125004937646,144.9599604574578
-37.816125004937646,144.9599604574578
-37.816125004937646,144.9599604574578
-37.817378790519506,144.95929380783866
-37.817378790519506,144.95929380783866
-37.817378790519506,144.95929380783866
-37.81812898871557,144.95848931876688
-37.81812898871557,144.95848931876688
-37.81812898871557,144.95848931876688
-37.81695591407373,144.9593416073827
-37.81695591407373,144.9593416073827
-37.81591132673231,144.96004619044106
-37.81591132673231,144.96004619044106
-37.81659510620717,144.9584353069475
-37.81659510620717,144.9584353069475
-37.81727084700703,144.95921265781513
-37.81727084700703,144.95921265781513
-37.81727084700703,144.95921265781513
-37.81727084700703,144.95921265781513
-37.81727084700703,144.95921265781513
-37.81727084700703,144.95921265781513
-37.816241029483336,144.96031700190457
-37.81498409878001,144.9604048950615
-37.81425587325783,144.96124262269552
-37.815949602188184,144.9605236774191
-37.81621864287167,144.95913958309043
-37.815863220205806,144.96067908779278
-37.81636488019339,144.95892959150618
-37.81636488019339,144.95892959150618
-37.817305545549004,144.95758618215353
-37.81908118672809,144.95714346508458
-37.81908118672809,144.95714346508458
-37.81908118672809,144.95714346508458
-37.81803022167504,144.95844129884023
-37.81803022167504,144.95844129884023
-37.81803022167504,144.95844129884023
-37.81803022167504,144.95844129884023
-37.81803022167504,144.95844129884023
-37.81803022167504,144.95844129884023
-37.81665561744985,144.95883546025905
-37.81829102505734,144.95777341414077
-37.81829102505734,144.95777341414077
-37.81829102505734,144.95777341414077
-37.81829102505734,144.95777341414077
-37.81904751174586,144.95615112320198
-37.81800387982312,144.95690936617743
-37.816775947417874,144.9570819408226
-37.81542112262847,144.95720047263273
-37.813650675471145,144.9575767927931
-37.81438180506396,144.9591447052647
-37.815828854725034,144.9585892349429
-37.817478294253824,144.95885048049954
-37.817478294253824,144.95885048049954
-37.817478294253824,144.95885048049954
-37.817478294253824,144.95885048049954
-37.816617137182476,144.96012719836128
-37.815064755997874,144.96134005146766
-37.815064755997874,144.96134005146766
-37.815064755997874,144.96134005146766
-37.815064755997874,144.96134005146766
-37.814182402489024,144.96293185933465
-37.814182402489024,144.96293185933465
-37.814182402489024,144.96293185933465
-37.815141031040255,144.96193917041018
-37.815141031040255,144.96193917041018
-37.815141031040255,144.96193917041018
-37.815141031040255,144.96193917041018
-37.815141031040255,144.96193917041018
-37.815141031040255,144.96193917041018
-37.816324153375426,144.96047813600265
-37.816993333584996,144.95970833223083
-37.81566353615044,144.95973154393138
-37.81566353615044,144.95973154393138
-37.81485413023072,144.9615494993921
-37.81485413023072,144.9615494993921
-37.81485413023072,144.9615494993921
-37.81485413023072,144.9615494993921
-37.81560528473118,144.96013678324354
-37.81414776925672,144.96039378254648
-37.81537045375764,144.96013389293296
-37.81537045375764,144.96013389293296
-37.81590239512029,144.95881729185948
-37.81703517182418,144.95741842912886
-37.81839204877803,144.95657055830608
